4737bcd6-4a20-4162-b4ec-676d4a2b9151;"4";"Водяная сфера [Watery sphere]";"4 круг, вызов";"1 действие";"60 футов";"В, С, М";"Концентрация, вплоть до 1 минуты";"(капля воды)Вы создаёте сферу воды с радиусом 5 футов в указанной точке в пределах дистанции. Сфера может парить в воздухе, однако не выше, чем в 10 футах над землёй. Сфера существует до тех пор, пока действует заклинание.<br>
Все существа, оказавшиеся внутри сферы, должны совершить спасбросок Силы. В случае успеха существо выталкивается из сферы в ближайшее свободное пространство по выбору существа. Существа как минимум Огромного размера автоматически преуспевают в этом спасброске, а существа меньшего размера могут добровольно провалить спасбросок. При провале существо становится опутанным сферой и погружённым в воду. В конце каждого своего хода опутанная цель может повторять спасбросок, оканчивая на себе эффект заклинания при успехе.<br>
Сфера может опутать до четырёх существ Среднего или меньшего размера или одно Большое существо. Если сфера опутывает существо, превышая при этом данное ограничение, то случайное из уже захваченных существ выпадает из сферы и падает ничком в 5 футах от неё.<br>
Вы можете действием переместить сферу на расстояние до 30 футов по прямой. Если на её пути оказывается яма, обрыв или другой провал, она безопасно спускается до тех пор, пока не достигнет высоты в 10 футов над полом. Все захваченные существа перемещаются вместе со сферой. Вы можете направить сферу в существ, заставляя их совершить спасбросок.<br>
Когда заклинание заканчивается, сфера падает на землю и гасит все источники огня немагического происхождения в пределах 30 футов. Все существа, которые находились в ней, ничком падают на землю. После этого вода исчезает.<br>";"друид(XGE)"
67f810e0-0052-4dcf-adc5-f56c4002afae;"3";"Возрождение  [Revivify]";"3 круг, некромантия";"1 действие";"Касание";"В, С, М";"Мгновенная";"(бриллианты, стоящие в сумме 300 зм, расходуемые заклинанием)Вы касаетесь существа, мёртвого не больше минуты. Это существо возвращается к жизни с 1 хитом. Это заклинание не может оживить существ, умерших от старости, а также не восстанавливает отсутствующие части тел.<br>";"друид (TCE)"
3f7d9092-882d-4d7d-8b64-f4812a0f1e74;"1";"Волна грома [Thunderwave]";"1 круг, воплощение";"1 действие";"На себя (15-футов куб)";"В, С";"Мгновенная";"От вас исходит волна громовой силы. Все существа в кубе с длиной ребра 15 футов, исходящего от вас, должны совершить спасбросок Телосложения. При провале существо получает урон звуком 2к8 и толкается на 10 футов от вас. При успехе существо получает половину урона и не толкается.<br>
Кроме того, незакрепленные предметы, оказавшиеся полностью в области эффекта, автоматически толкаются на 10 футов от вас эффектом заклинания, и заклинание издает громовой рокот, слышимый на расстоянии 300 футов.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 2 уровня или выше, урон увеличивается на 1к8 за каждый уровень ячейки выше первого.<br>";"друид"
4ae5f4d4-379e-47d1-b8c4-ca6b8b721a72;"0";"Волшебный камень [Magic stone]";"Трюк, преобразование";"1 бонусное действие";"Касание";"В, С";"1 минута";"Вы касаетесь от 1 до 3 камней и наделяете их магической силой. Вы или кто-либо ещё можете совершить дальнобойную атаку заклинанием, кинув один из этих камней или запустив его при помощи пращи. Дальность броска рукой составляет 60 футов. Если кто-либо другой атакует этим камнем, он использует для броска атаки ваш модификатор базовой характеристики вместо своего. При попадании цель получает 1к6 + ваш модификатор базовой характеристики дробящего урона. Вне зависимости от того, попал камень или нет, это заклинание перестаёт на него действовать.<br>
Если вы накладываете это заклинание ещё раз, его эффект преждевременно заканчивается на тех камнях, что были зачарованы прежде.<br>";"друид(XGE)"
d6b82409-e5d3-46c7-850d-5249bbad4911;"8";"Воспламеняющаяся туча [Incendiary cloud]";"8 круг, вызов";"1 действие";"150 футов";"В, С";"Концентрация, вплоть до 1 минуты";"Кружащееся облако дыма с ярко-белыми огоньками появляется в сфере с радиусом 20 футов с центром на точке, находящейся в пределах дистанции. Облако огибает углы и является сильно заслонённой местностью. Оно существует, пока активно заклинание, или пока его не развеет умеренный или сильный ветер (как минимум 10 миль в час).<br>
Когда облако появляется, все существа, находящиеся в нём, должны совершить спасбросок Ловкости. Существо получает урон огнём 10к8 при провале или половину урона при успехе. Существа должны также совершать этот спасбросок, когда впервые за ход входят в область заклинания или оканчивают там ход.<br>
В начале каждого вашего хода облако перемещается на 10 футов прочь от вас в направлении, выбираемом вами.<br>";"друид (TCE)"
735f9609-4219-4009-9730-cf6c9736a996;"5";"Высшее восстановление [Greater restoration]";"5 круг, ограждение";"1 действие";"Касание";"В, С, М";"Мгновенная";"(бриллиантовая пыль, стоящая как минимум 100 зм, расходуемая заклинанием)Вы наделяете существо, которого касаетесь, позитивной энергией, отменяющей ослабляющие эффекты. Вы можете уменьшить уровень истощения цели на 1, или окончить на ней один из следующих эффектов:<br>

Один эффект, делающий цель очарованной или окаменевшей<br>
Одно проклятье, включая настройку на проклятый магический предмет<br>
Любое уменьшение одной из характеристик цели<br>
Один эффект, уменьшающий максимум хитов цели<br>
";"друид"
022376c5-02b1-43e8-9c34-cbf33c496f1a;"2";"Гадание [Augury]";"2 круг, прорицание (ритуал)";"1 минута";"На себя";"В, С, М";"Мгновенная";"(особые палочки, костяшки или фигурки с отметинами, стоящие как минимум 25 зм)Подбрасывая инкрустированные камнями палочки, драконьи кости, раскладывая карты или используя другие инструменты для ворожбы, вы получаете знамение от иномировой сущности о результатах особого действия, которое вы планируете совершить в течение следующих 30 минут. Мастер выбирает одно из следующих возможных знамений:<br>

Благо, для хороших результатов <br>
Горе, для плохих результатов <br>
Благо и горе, для результатов, одновременно хороших и плохих <br>
Ничто, для результатов, которые и не хорошие и не плохие<br>

Заклинание не принимает в расчёт обстоятельства, способные изменить исход, такие как накладывание дополнительных заклинаний или потерю или обретение спутников.<br>
Если вы накладываете это заклинание несколько раз до завершения продолжительного отдыха, существует накопительный шанс 25 процентов за каждое использование, начиная со второго, что вы получите случайный ответ. Мастер совершает этот бросок скрытно.<br>";"друид (TCE)"
b189d692-a983-4348-b86d-4da4750f11bf;"4";"Гигантское насекомое [Giant insect]";"4 круг, преобразование";"1 действие";"30 футов";"В, С";"Концентрация, вплоть до 10 минут";"Вы превращаете на время действия заклинания до десяти многоножек, трёх пауков, пяти ос или одного скорпиона, находящихся в пределах дистанции, в гигантские версии своих сородичей. Многоножка становится гигантской многоножкой, паук становится гигантским пауком, оса становится гигантской осой, а скорпион становится гигантским скорпионом.<br>
Все существа повинуются вашим устным командам, и в бою они в каждом раунде действуют в ваш ход. Характеристики этих чудовищ есть у Мастера, и их действия и перемещения контролирует он.<br>
Существо сохраняет гигантский размер всю длительность заклинания, пока его хиты не опустятся до 0, или пока вы не окончите действием эффект на нём.<br>
Мастер может позволить вам выбирать другие цели. Например, если вы превращаете жука, его гигантская версия может обладать теми же характеристиками, что и гигантская оса.<br>";"друид"
fec24631-7f1a-47a3-a74c-c8c88539e820;"5";"Гнев природы [Wrath of nature]";"5 круг, воплощение";"1 действие";"120 футов";"В, С";"Концентрация, вплоть до 1 минуты";"Вы взываете к духам природы, чтобы обратить их против ваших врагов. Выберите точку, которую вы можете видеть в пределах дистанции. Духи оживляют деревья, камни и травы в кубе с длиной ребра в 60 футов с центром в этой точке на все время действия заклинания.<br>
<b>Травы и подлесок. </b>Любая область земли в кубе, покрытая травой или подлеском, является труднопроходимой местностью для ваших врагов.<br>
<b>Деревья.</b> В начале каждого вашего хода каждый из ваших врагов в пределах 10 футов от любого дерева внутри куба должен преуспеть в спасброске Ловкости, иначе получит 4к6 рубящего урона от хлещущих его ветвей.<br>
<b>Корни и лозы.</b> В конце каждого вашего хода одно существо по вашему выбору, которое находится на земле внутри куба, должно преуспеть в спасброске Силы, иначе станет опутанным до тех пор, пока заклинание не закончится. Опутанное существо может действием совершить проверку Силы (Атлетика) против Сл спасброска от ваших заклинаний, оканчивая на себе эффект заклинания при успехе.<br>
<b>Камни.</b> Бонусным действием в свой ход вы можете призвать камень внутри куба, чтобы запустить его в существо, которое вы можете видеть внутри куба. Совершите дальнобойную атаку заклинанием против этой цели. При попадании цель получает 3к8 немагического дробящего урона и должна преуспеть в спасброске Силы, иначе будет сбита с ног. <br>";"друид(XGE)"
34648e71-f0de-4155-b8c1-e41797c883b4;"2";"Горящий клинок [Flame blade]";"2 круг, воплощение";"1 бонусное действие";"На себя";"В, С, М";"Концентрация, вплоть до 10 минут";"(лист сумаха)Вы создаёте горящий клинок в свободной руке. Этот клинок похож размерами и формой на скимитар, и он существует, пока заклинание активно. Если вы выпустите клинок из рук, он исчезает, но вы можете вернуть его в руку бонусным действием.<br>
Вы можете действием совершить рукопашную атаку заклинанием. При попадании цель получает урон огнём 3к6.<br>
Горящий клинок испускает яркий свет в пределах 10 футов и тусклый свет в пределах ещё 10 футов.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 4-го уровня или выше, урон увеличивается на 1к6 за каждые два уровня ячейки выше 2.<br>";"друид"
e22d4d72-afce-4742-9fbd-c4220dc28e34;"4";"Град [Ice storm]";"4 круг, воплощение";"1 действие";"300 футов";"В, С, М";"Мгновенная";"(щепотка пыли и несколько капель воды)На землю в цилиндре с радиусом 20 футов и высотой 40 футов, с центром на точке в пределах дистанции, падают куски льда. Все существа в цилиндре должны совершить спасбросок Ловкости. Существо получает дробящий урон 2к8 и урон холодом 4к6 при провале, или половину этого урона при успехе.<br>
Град превращает область воздействия в труднопроходимую местность до конца вашего следующего хода.<br>
<b>На больших уровнях.</b> Если вы накладываете это заклинание, используя ячейку 5 уровня или выше, дробящий урон увеличивается на 1к8 за каждый уровень ячейки выше четвертого.<br>";"друид"
4ab33367-08c9-442c-b1b1-a58fcb365a17;"9";"Гроза гнева [Storm of vengeance]";"9 круг, вызов";"1 действие";"В пределах видимости";"В, С";"Концентрация, вплоть до 1 минуты";"Появляются клубящиеся облака с центром на точке, видимой вами, распространяющиеся в радиусе 360 футов. В этой области бьют молнии, грохочет гром и дует сильный ветер. Все существа, находящиеся под облаками (на расстоянии не больше 5 000 футов под облаком), когда те появляются, должны совершить спасбросок Телосложения. При провале существо получает 2к6 урона звуком и становится оглохшим на 5 минут.<br>
Каждый раунд, в котором вы поддерживаете концентрацию на этом заклинании, гроза в ваш ход создаёт иной эффект:<br>
<b>Раунд 2</b>. Из облаков выпадает кислотный дождь. Все существа и предметы под облаками получают 1к6 урона кислотой.<br>
<b>Раунд 3</b>. Вы создаёте шесть разрядов молний из облаков, ударяющих в шесть существ или предметов на ваш выбор под облаками. Существа и предметы не могут стать целью более одной молнии. Ударенное существо должно совершить спасбросок Ловкости. Существо получает 10к6 урона электричеством при провале или половину этого урона при успехе.<br>
<b>Раунд 4</b>. Из облаков выпадает град. Все существа под облаками получают 2к6 дробящего урона.<br>
<b>Раунд 5-10</b>. Под облаками бушует сильный ветер и идёт мокрый снег. Местность становится труднопроходимой и сильно заслонённой. Все находящиеся там существа получают 1к6 урона холодом. Дальнобойные атаки оружием в этой местности невозможны. Ветер и дождь считаются сильным отвлекающим фактором при концентрации на заклинаниях. И наконец, порывы сильного ветра (скорость от 20 до 50 миль в час) автоматически рассеивают туман, испарения и подобные явления, как естественной, так и магической природы.<br>";"друид"
ed84ce00-60d9-40e8-a893-ac78b95a2235;"6";"Движение почвы [Move earth]";"6 круг, преобразование";"1 действие";"120 футов";"В, С, М";"Концентрация, вплоть до 2 часов";"(железный клинок и небольшая сумка со смесью из глины, перегноя и песка)Выберите в пределах дистанции область с длиной стороны не больше 40 футов. Пока заклинание активно, вы можете менять поверхность земли, песка или глины. Вы можете увеличить или уменьшить высоту, создать или засыпать ров, поднять или сравнять стены, и даже формировать колонны. Высота таких изменений не может превышать половины самой большой стороны области. Таким образом, если вы воздействуете на квадрат с длиной стороны 40 футов, вы можете создать колонну высотой до 20 футов, поднять или опустить землю на расстояние до 20 футов, выкопать траншею глубиной до 20 футов, и так далее. Изменения вступают в силу в течение 10 минут.<br>
В конце каждых 10 минут концентрации на этом заклинании вы можете выбрать новую область, чтобы подействовать на неё.<br>
Из-за того, что трансформация местности происходит медленно, обычно, существа не могут попасть в плен или получить урон из-за движений почвы.<br>
Это заклинание не может манипулировать естественным камнем и каменными строениями. Камни и строения сдвигаются, приспосабливаясь к новой местности. Если изменение местности сделает строение неустойчивым, оно может разрушиться.<br>
Это заклинание также не действует на растения. Перемещаемая почва уносит с собой и растения.<br>";"друид"
f3e6f2d2-6d15-4dce-bbf2-4fe6ec3e4f42;"3";"Дневной свет [Daylight]";"3 круг, воплощение";"1 действие";"60 футов";"В, С";"1 час";"Из точки, выбранной вами в пределах дистанции, распространяется сфера света с радиусом 60 футов. Сфера излучает яркий свет и тусклый свет в пределах ещё 60 футов.<br>
Если выбранная вами точка находится на предмете, который вы держите, несёте или носите, свет исходит из предмета и перемещается вместе с ним. Если полностью накрыть источник света непрозрачным предметом, например, чашей или шлемом, свет будет заблокирован.<br>
Если часть зоны этого заклинания накрывает зону тьмы, созданной заклинанием с уровнем не выше 3-го, заклинание, создавшее тьму, рассеивается.<br>";"друид"
58259c13-f504-4501-9a72-9ed9e07bbc8c;"7";"Драконоподобное превращение [Draconic Transformation]";"7 круг, преобразование";"1 бонусное действие";"На себя";"В, С, М";"Концентрация, вплоть до 1 минуты";"(статуэтка дракона, стоимостью не менее 500 зм)Издав громкий рык, вы прибегаете к магии драконов, чтобы преобразить себя, приобретая черты дракона. Пока заклинание активно, вы получаете следующие преимущества:<br>
<b>Слепое зрение.</b> Вы получаете слепое зрение в пределах 30 футов. В пределах этой дистанции вы можете видеть всё, что не находится за полным укрытием, даже если вы ослеплены или находитесь в темноте. Более того, вы можете увидеть невидимое существо в пределах этой дистанции, если только оно не преуспело в попытке спрятаться от вас.<br>
<b>Оружие дыхания.</b> Когда вы накладываете это заклинание, а также в последующие ходы, бонусным действием, вы можете выдыхать переливающуюся энергию 60-футовом конусом. Каждое существо в этой области должно совершить спасбросок Ловкости, получая 6к8 урона силовым полем в случае провала и половину этого урона в случае успеха.<br>
<b>Крылья.</b> Бесплотные крылья расправляются за вашей спиной, даруя вам скорость полёта 60 футов.<br>";"друид"
